paymentGoodputSent:vector PCN.node8 (#0 - General-0-20250701-23:21:41-183642),,paymentGoodputSent:vector PCN.node5 (#0 - General-0-20250701-23:21:41-183642),,paymentGoodputSent:vector PCN.node4 (#0 - General-0-20250701-23:21:41-183642),,paymentGoodputSent:vector PCN.node7 (#0 - General-0-20250701-23:21:41-183642),,paymentGoodputSent:vector PCN.node9 (#0 - General-0-20250701-23:21:41-183642),
4311,0.911111111111109867,3898,0.933333333333330013,4006,0.955555555555559928,3009,0.788888888888889858,4863.5,0.933333333333330013
4320,0.912087912087909953,3963,0.934065934065929856,4080,0.95604395604395997,3009,0.791208791208789948,4903,0.934065934065929856
4357,0.902173913043480041,3993,0.93478260869564988,4080,0.956521739130429922,3035,0.793478260869569848,4976.5,0.93478260869564988
4422,0.903225806451609875,4004,0.93548387096773999,4156,0.956989247311829989,3110,0.784946236559139973,5064,0.93548387096773999
4422,0.904255319148939969,4048,0.936170212765959903,4156,0.957446808510640009,3123,0.787234042553189846,5103.5,0.936170212765959903
4524.5,0.905263157894739875,4077,0.936842105263159914,4156,0.957894736842110013,3147,0.789473684210529875,5143,0.936842105263159914
4554.5,0.90625,4077,0.9375,4156,0.958333333333329925,3207,0.791666666666669845,5239.5,0.9375
4593,0.907216494845360039,4157,0.938144329896909875,4206,0.958762886597939841,3207,0.793814432989689896,5276,0.938144329896909875
4653,0.90816326530612001,4157,0.938775510204080005,4206,0.959183673469389926,3207,0.795918367346939878,5440,0.938775510204080005
4653,0.909090909090909833,4157,0.939393939393939888,4265,0.959595959595959998,3310,0.797979797979800006,5440,0.939393939393939888
4713,0.909999999999999915,4204,0.939999999999999941,4336,0.95999999999999996,3310,0.800000000000000041,5440,0.939999999999999941
4713,0.90099009900990001,4237,0.940594059405939871,4336,0.960396039603959912,3310,0.801980198019800025,5440,0.940594059405939871
4751,0.892156862745099972,4237,0.941176470588239941,4336,0.960784313725489887,3310,0.803921568627449897,5504.5,0.941176470588239941
4793,0.883495145631070007,4237,0.941747572815530005,4356,0.96116504854369,3347.5,0.805825242718450015,5640.5,0.941747572815530005
4793,0.884615384615379913,4277,0.942307692307689844,4371,0.961538461538459895,3385.5,0.798076923076920016,5866.5,0.942307692307689844
4793,0.88571428571428989,4277,0.942857142857139946,4403,0.961904761904760036,3495.5,0.790476190476189885,,
4822,0.886792452830190032,4327,0.943396226415089907,4403,0.962264150943400005,3501,0.792452830188679953,,
4923,0.887850467289719831,4327,0.943925233644860023,4428,0.962616822429909863,3501,0.794392523364489951,,
4935,0.888888888888889945,4327,0.944444444444439975,4465,0.962962962962959906,3501,0.796296296296300051,,
4935,0.889908256880729937,4376,0.944954128440369963,4493,0.963302752293579973,3559,0.798165137614679885,,
5022,0.890909090909089978,4401,0.945454545454549984,4536,0.963636363636359845,3559,0.800000000000000041,,
5054.5,0.891891891891889883,4435,0.945945945945950048,4628,0.963963963963959888,3568,0.801801801801800048,,
5081,0.892857142857139903,4497,0.946428571428569838,4710,0.964285714285709968,3620,0.803571428571429931,,
5137,0.893805309734509997,4497,0.946902654867259882,4710,0.964601769911499923,3620,0.805309734513270034,,
5137,0.894736842105259939,4597,0.947368421052629856,4817.5,0.964912280701749831,3620,0.798245614035089975,,
5139,0.895652173913039859,4597,0.947826086956520038,4817.5,0.96521739130435002,3660,0.800000000000000041,,
5181,0.896551724137929935,4635,0.948275862068969961,4817.5,0.965517241379310048,3660,0.80172413793103003,,
5222,0.897435897435900017,4717,0.940170940170939935,4899,0.965811965811969926,3677,0.803418803418799895,,
5253,0.89830508474575987,4729,0.94067796610168996,4899,0.966101694915249883,3759,0.805084745762709937,,
5398,0.899159663865549903,4771,0.932773109243699935,4899,0.966386554621849964,3759,0.806722689075630046,,
5398,0.899999999999999907,4817,0.933333333333330013,4899,0.96666666666666989,3820,0.808333333333330014,,
5398,0.900826446280989841,4854,0.933884297520660041,4944,0.966942148760330016,3820,0.809917355371899901,,
5422,0.901639344262299853,4854,0.934426229508199975,5017.5,0.967213114754099873,3860,0.811475409836069912,,
5422,0.902439024390240036,4854,0.934959349593500017,5017.5,0.967479674796750008,4020,0.813008130081299903,,
5422,0.903225806451609875,4854,0.93548387096773999,5017.5,0.96774193548386988,4020,0.814516129032260003,,
5539.5,0.903999999999999911,4929,0.935999999999999938,5138,0.967999999999999968,4096,0.815999999999999833,,
5539.5,0.904761904761899988,4929,0.936507936507939838,5138,0.968253968253969916,4111.5,0.817460317460319882,,
5740,0.905511811023619989,5021,0.937007874015749916,5188,0.968503937007869848,4192.5,0.818897637795279906,,
5740,0.90625,5021,0.9375,5204,0.96875,4216,0.8203125,,
5740,0.906976744186049895,5021,0.937984496124030005,5338,0.968992248062019886,4238,0.821705426356589937,,
5740,0.907692307692310013,5023,0.9307692307692299,5388,0.969230769230770003,4275,0.823076923076919926,,
,,5054,0.931297709923659896,5480.5,0.969465648854960001,4311.5,0.824427480916029906,,
,,5137,0.931818181818179876,5690.5,0.969696969696969941,4466.5,0.825757575757579905,,
,,5166,0.932330827067670005,5698.5,0.969924812030079848,4474.5,0.82706766917292995,,
,,5207,0.93283582089551986,5721.5,0.970149253731339863,4546.5,0.828358208955219941,,
,,5207,0.933333333333330013,5753.5,0.97037037037036988,4622,0.829629629629629935,,
,,5207,0.93382352941175983,5788.5,0.970588235294119968,4668,0.830882352941179953,,
,,5207,0.934306569343069876,5795.5,0.970802919708029895,4761.5,0.83211678832116997,,
,,5254,0.93478260869564988,5866.5,0.971014492753619946,4761.5,0.833333333333329925,,
,,5270,0.935251798561149922,5890.5,0.971223021582729991,4761.5,0.834532374100720006,,
,,5270,0.935714285714289935,5890.5,0.97142857142856997,4868,0.835714285714289847,,
,,5273,0.936170212765959903,,,4961.5,0.836879432624110016,,
,,5366,0.936619718309859901,,,4961.5,0.838028169014079834,,
,,5366,0.937062937062939966,,,4961.5,0.839160839160840051,,
,,5421,0.9375,,,4961.5,0.840277777777779895,,
,,5488,0.937931034482760047,,,4961.5,0.841379310344829931,,
,,5488,0.938356164383559839,,,4961.5,0.84246575342466001,,
,,5488,0.938775510204080005,,,5023,0.843537414965989991,,
,,5488,0.939189189189189917,,,5023,0.84459459459458985,,
,,5488,0.932885906040269879,,,5023,0.84563758389262,,
,,5488,0.926666666666669853,,,5068,0.846666666666670005,,
,,5566,0.927152317880789885,,,5124,0.847682119205299895,,
,,5773.5,0.927631578947369913,,,5124,0.848684210526319922,,
,,5780.5,0.928104575163399833,,,5124,0.849673202614379837,,
,,5895.5,0.928571428571429931,,,5124,0.850649350649349985,,
,,,,,,5124,0.851612903225809955,,
,,,,,,5190,0.852564102564099976,,
,,,,,,5223,0.853503184713380043,,
,,,,,,5223,0.854430379746839992,,
,,,,,,5275,0.855345911949690004,,
,,,,,,5390,0.856249999999999951,,
,,,,,,5475.5,0.850931677018629923,,
,,,,,,5495.5,0.851851851851849859,,
,,,,,,5495.5,0.852760736196319865,,
,,,,,,5590.5,0.853658536585369938,,
,,,,,,5825.5,0.85454545454544983,,
,,,,,,5940,0.855421686746989925,,
,,,,,,6140,0.856287425149699906,,
