paymentGoodputSent:vector PCN.node9 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node7 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node4 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node8 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node5 (#0 - General-0-20250701-23:02:47-175902),
4396.5,1,,,,,4316,0.809859154929579934,,
4396.5,1,,,,,4316,0.811188811188809918,,
4479,1,,,,,4329,0.8125,,
4512,1,,,,,4393,0.813793103448279928,,
4512,1,,,,,4393,0.815068493150679969,,
4547,1,,,,,4393,0.816326530612240028,,
4596.5,1,,,,,4393,0.817567567567569982,,
4657,1,,,,,4393,0.812080536912749945,,
4747.5,1,,,,,4474,0.813333333333329907,,
4747.5,1,,,,,4474,0.814569536423839886,,
4895.5,1,,,,,4474,0.81578947368420995,,
5015,1,,,,,4474,0.816993464052290006,,
5042,1,,,,,4474,0.818181818181819894,,
5098.5,1,,,,,4516,0.819354838709679841,,
5140,1,,,,,4516,0.820512820512820037,,
5184,1,,,,,4529,0.821656050955409829,,
5184,1,,,,,4555,0.82278481012658,,
5207,1,,,,,4593,0.823899371069179984,,
5222,1,,,,,4674,0.824999999999999951,,
5241,1,,,,,4674,0.826086956521739909,,
5278.5,1,,,,,4674,0.827160493827159945,,
5298.5,1,,,,,4674,0.828220858895709838,,
5340,1,,,,,4674,0.829268292682930004,,
5384,1,,,,,4698,0.830303030303029873,,
5407,1,,,,,4734,0.825301204819280039,,
5441.5,1,,,,,4734,0.826347305389219851,,
5441.5,1,,,,,4763,0.827380952380949882,,
5499,1,,,,,4763,0.828402366863909997,,
,,,,,,4763,0.823529411764709836,,
,,,,,,4793,0.818713450292399832,,
,,,,,,4793,0.8197674418604699,,
,,,,,,4806,0.820809248554909885,,
,,,,,,4874,0.821839080459769941,,
,,,,,,4876,0.817142857142859831,,
,,,,,,4876,0.818181818181819894,,
,,,,,,4925,0.813559322033899909,,
,,,,,,4925,0.808988764044940019,,
,,,,,,5008,0.804469273743019904,,
,,,,,,5008,0.805555555555560016,,
,,,,,,5081,0.806629834254140029,,
,,,,,,5081,0.80219780219780001,,
,,,,,,5129,0.797814207650269887,,
,,,,,,5129,0.798913043478259861,,
,,,,,,5148,0.800000000000000041,,
,,,,,,5148,0.801075268817200033,,
,,,,,,5244,0.802139037433159836,,
,,,,,,5244,0.803191489361700036,,
,,,,,,5269,0.804232804232799965,,
,,,,,,5269,0.805263157894740008,,
,,,,,,5284,0.801047120418849841,,
,,,,,,5329,0.802083333333329925,,
,,,,,,5329,0.803108808290159844,,
,,,,,,5348,0.804123711340209986,,
,,,,,,5444,0.800000000000000041,,
,,,,,,5444,0.795918367346939878,,
,,,,,,5444,0.796954314720810016,,
,,,,,,5444,0.797979797979800006,,
,,,,,,5529,0.793969849246229928,,
,,,,,,5529,0.794999999999999926,,
,,,,,,5529,0.791044776119399935,,
,,,,,,5529,0.792079207920789892,,
,,,,,,5529,0.793103448275859876,,
,,,,,,5644,0.794117647058820038,,
,,,,,,5644,0.79512195121951001,,
,,,,,,5899.5,0.796116504854369906,,
,,,,,,5899.5,0.797101449275359859,,
